,Query ID,Subject ID,Genome,Genome ID,Accession,Description,Sequence Type,Identity (%),Query cover (%),Subject cover (%,Hit from,Hit to,Query Length,Subject Length,Score,E value
,NODE_35_length_602_cov_1.593684,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,1975404,1976006,602,4791961,1030,0
,NODE_35_length_602_cov_1.593684,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,1005673,1005071,602,4809037,1030,0
,NODE_36_length_601_cov_0.713080,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,97,100.00,0.01,2829182,2829782,601,4857432,1011,0
,NODE_36_length_601_cov_0.713080,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,97,100.00,0.01,2883099,2883699,601,4870265,1011,0
,NODE_36_length_601_cov_0.713080,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,96,100.00,0.01,2646984,2647584,601,4585229,972,0
,NODE_36_length_601_cov_0.713080,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,96,100.00,0.01,2720322,2720922,601,4791961,961,0
,NODE_36_length_601_cov_0.713080,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,96,100.00,0.01,2745097,2745697,601,4809037,961,0
,NODE_36_length_601_cov_0.713080,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,90,100.00,0.01,231724,231124,601,4600800,784,0
,NODE_36_length_601_cov_0.713080,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,86,100.00,0.01,2637629,2638229,601,4460105,629,6e-177
,NODE_37_length_586_cov_0.742919,1162296.3.AJJI01000020,Klebsiella pneumoniae subsp. pneumoniae DSM 30104,1162296.3,AJJI01000020,"Klebsiella pneumoniae subsp. pneumoniae DSM 30104 Contig00020, whole genome shotgun sequence.",chromosome,86,60.07,2.61,11748,12094,586,13285,380,7e-102
,NODE_38_length_582_cov_1.195604,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,2577141,2576560,582,4791961,1015,0
,NODE_38_length_582_cov_1.195604,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,412396,412977,582,4857432,1015,0
,NODE_38_length_582_cov_1.195604,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,413089,413670,582,4870265,1015,0
,NODE_38_length_582_cov_1.195604,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,403972,404553,582,4809037,1015,0
,NODE_38_length_582_cov_1.195604,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,2460654,2460073,582,4585229,1009,0
,NODE_38_length_582_cov_1.195604,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,81,66.32,0.01,2416376,2416762,582,5099034,310,9e-81
,NODE_38_length_582_cov_1.195604,469595.3.NZ_GG657366,Citrobacter sp. 30_2,469595.3,NZ_GG657366,"Citrobacter sp. 30_2 genomic scaffold supercont1.1, whole genome shotgun sequence.",chromosome,80,66.84,0.02,110617,111006,582,2586226,293,9e-76
,NODE_38_length_582_cov_1.195604,500640.5.NZ_DS995324,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995324,"Citrobacter sp. ATCC 29220 Scfld2 genomic scaffold, whole genome shotgun sequence.",chromosome,80,66.84,0.01,187908,188297,582,2732870,287,4e-74
,NODE_38_length_582_cov_1.195604,571.62.CP011636,Klebsiella oxytoca strain CAV1374,571.62,CP011636,"Klebsiella oxytoca strain CAV1374, complete genome.",chromosome,80,59.11,0.01,5389163,5389507,582,6257473,260,9e-66
,NODE_38_length_582_cov_1.195604,399742.10.NC_009436,Enterobacter sp. 638,399742.10,NC_009436,"Enterobacter sp. 638, complete genome.",chromosome,79,67.70,0.01,556811,557205,582,4518712,258,3e-65
,NODE_39_length_577_cov_0.766667,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,2963832,2964408,577,4585229,1011,0
,NODE_39_length_577_cov_0.766667,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,2987632,2988208,577,4791961,995,0
,NODE_39_length_577_cov_0.766667,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,3001737,3002313,577,4809037,995,0
,NODE_39_length_577_cov_0.766667,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,3146200,3146776,577,4857432,989,0
,NODE_39_length_577_cov_0.766667,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,3166009,3166585,577,4870265,989,0
,NODE_39_length_577_cov_0.766667,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,94,100.00,0.01,4568839,4568263,577,4600800,862,0
,NODE_39_length_577_cov_0.766667,1388748.3.AWFZ01000048,Cronobacter zurichensis LMG 23730,1388748.3,AWFZ01000048,"Cronobacter zurichensis LMG 23730 contig096, whole genome shotgun sequence.",chromosome,76,84.06,0.19,50126,49642,577,255663,249,2e-62
,NODE_39_length_577_cov_0.766667,1122200.3.JHVJ01000007,Marinobacterium jannaschii DSM 6295,1122200.3,JHVJ01000007,"Marinobacterium jannaschii DSM 6295 Q354DRAFT_scaffold00006.6_C, whole genome shotgun sequence.",scaffold,74,41.25,0.07,282069,282305,577,318347,84,6e-13
,NODE_41_length_569_cov_0.780543,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,100.00,0.01,2243351,2242783,569,4870265,1013,0
,NODE_41_length_569_cov_0.780543,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,100.00,0.01,2191798,2191231,569,4857432,1011,0
,NODE_41_length_569_cov_0.780543,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,854173,854741,569,4791961,1002,0
,NODE_41_length_569_cov_0.780543,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,2149755,2149187,569,4809037,1002,0
,NODE_41_length_569_cov_0.780543,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,846956,847524,569,4585229,980,0
,NODE_41_length_569_cov_0.780543,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,96,99.65,0.01,809063,809629,569,4600800,937,0
,NODE_41_length_569_cov_0.780543,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,94,100.00,0.01,2092016,2091448,569,4460105,852,0
,NODE_41_length_569_cov_0.780543,469595.3.NZ_GG657366,Citrobacter sp. 30_2,469595.3,NZ_GG657366,"Citrobacter sp. 30_2 genomic scaffold supercont1.1, whole genome shotgun sequence.",chromosome,80,96.31,0.02,2060589,2060042,569,2586226,404,4e-109
,NODE_41_length_569_cov_0.780543,61648.5.CP011602,Kluyvera intermedia strain CAV1151,61648.5,CP011602,"Kluyvera intermedia strain CAV1151, complete genome.",chromosome,81,85.59,0.01,965579,966065,569,5529134,396,6e-107
,NODE_41_length_569_cov_0.780543,1121863.3.JHYZ01000013,Enterobacter pulveris DSM 19144,1121863.3,JHYZ01000013,"Cronobacter pulveris DSM 19144 Q370DRAFT_scaffold00007.7_C, whole genome shotgun sequence.",scaffold,81,87.70,0.23,34827,35326,569,216161,385,1e-103
,NODE_42_length_561_cov_0.760369,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,416062,415501,561,4791961,971,0
,NODE_42_length_561_cov_0.760369,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,2588787,2589348,561,4809037,971,0
,NODE_42_length_561_cov_0.760369,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,97,100.00,0.01,2675473,2676034,561,4870265,948,0
,NODE_42_length_561_cov_0.760369,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,100.00,0.01,422289,421728,561,4585229,948,0
,NODE_42_length_561_cov_0.760369,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,97,100.00,0.01,2623921,2624482,561,4857432,943,0
,NODE_42_length_561_cov_0.760369,685038.3.CP001855,Escherichia coli O83:H1 str. NRG 857C,685038.3,CP001855,"Escherichia coli O83:H1 str. NRG 857C, complete genome.",chromosome,93,100.00,0.01,2611707,2612267,561,4747819,804,0
,NODE_42_length_561_cov_0.760369,585056.7.NC_011751,Escherichia coli UMN026,585056.7,NC_011751,"Escherichia coli UMN026, complete genome.",chromosome,93,100.00,0.01,2912105,2912665,561,5202090,804,0
,NODE_42_length_561_cov_0.760369,556266.3.NZ_GG657384,Shigella sp. D9,556266.3,NZ_GG657384,"Shigella sp. D9 genomic scaffold supercont1.1, whole genome shotgun sequence.",chromosome,92,100.00,0.03,94816,94256,561,1667350,799,0
,NODE_42_length_561_cov_0.760369,1133852.3.CP003289,Escherichia coli O104:H4 str. 2011C-3493,1133852.3,CP003289,"Escherichia coli O104:H4 str. 2011C-3493, complete genome.",chromosome,92,100.00,0.01,1426696,1426136,561,5273097,799,0
,NODE_42_length_561_cov_0.760369,585057.6.NC_011750,Escherichia coli IAI39,585057.6,NC_011750,"Escherichia coli IAI39, complete genome.",chromosome,92,100.00,0.01,2794278,2794838,561,5132068,788,0
,NODE_43_length_557_cov_17.472093,508765.6.NC_010674,Clostridium botulinum B str. Eklund 17B,508765.6,NC_010674,"Clostridium botulinum B str. Eklund 17B, complete genome.",chromosome,99,100.00,0.01,201995,202549,557,3800327,1011,0
,NODE_43_length_557_cov_17.472093,1345695.3.CP006721,Clostridium saccharobutylicum DSM 13864,1345695.3,CP006721,"Clostridium saccharobutylicum DSM 13864, complete genome.",chromosome,88,100.00,0.01,170113,170685,557,5107814,657,0
,NODE_43_length_557_cov_17.472093,290402.41.NC_009617,Clostridium beijerinckii NCIMB 8052,290402.41,NC_009617,"Clostridium beijerinckii NCIMB 8052, complete genome.",chromosome,87,100.00,0.01,143875,144451,557,6000632,638,1e-179
,NODE_43_length_557_cov_17.472093,632245.3.NZ_ACOM01000009,Clostridium butyricum E4 str. BoNT E BL5262,632245.3,NZ_ACOM01000009,"Clostridium butyricum E4 str. BoNT E BL5262 CLP.Contig64, whole genome shotgun sequence.",chromosome,87,99.82,0.36,158218,158793,557,160173,625,7e-176
,NODE_43_length_557_cov_17.472093,1492.48.CP013252,Clostridium butyricum strain KNU-L09,1492.48,CP013252,"Clostridium butyricum strain KNU-L09 chromosome 1, complete sequence.",chromosome,87,99.82,0.02,474993,475568,557,3824894,625,7e-176
,NODE_43_length_557_cov_17.472093,641107.3.AFWX01000001,Clostridium sp. DL-VIII,641107.3,AFWX01000001,"Clostridium sp. DL-VIII CDLVIIIscaffold_1_Cont1, whole genome shotgun sequence.",chromosome,87,100.00,0.02,403813,404386,557,2768678,618,1e-173
,NODE_43_length_557_cov_17.472093,931276.5.CP004121,Clostridium saccharoperbutylacetonicum N1-4(HMT) strain N1-4(HMT),931276.5,CP004121,"Clostridium saccharoperbutylacetonicum N1-4(HMT), complete genome.",chromosome,85,100.00,0.01,150603,151151,557,6530257,546,6e-152
,NODE_43_length_557_cov_17.472093,999411.4.AGYT01000011,Clostridium colicanis 209318,999411.4,AGYT01000011,"Clostridium colicanis 209318 acBRg-supercont1.1.C11, whole genome shotgun sequence.",chromosome,84,99.82,6.03,815,231,557,9699,533,4e-148
,NODE_43_length_557_cov_17.472093,37659.3.JNLN01000001,Clostridium algidicarnis strain B3,37659.3,JNLN01000001,"Clostridium algidicarnis strain B3 BV55DRAFT_scf7180000000002_quiver_dupTrim_6430.1_C, whole genome shotgun sequence.",,86,69.30,0.01,338601,338238,557,3060291,394,2e-106
,NODE_43_length_557_cov_17.472093,1267.5.BCMW01000028,Clostridium ventriculi strain strains 14 and 17,1267.5,BCMW01000028,"Sarcina ventriculi DNA, contig: contig52, strain: 17, whole genome shotgun sequence.",contig,85,70.56,83.73,74,459,557,461,387,4e-104
,NODE_44_length_557_cov_0.767442,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,99,99.82,0.01,435583,436138,557,4857432,984,0
,NODE_44_length_557_cov_0.767442,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,99,99.82,0.01,436276,436831,557,4870265,984,0
,NODE_44_length_557_cov_0.767442,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,99.82,0.01,2437463,2436908,557,4585229,978,0
,NODE_44_length_557_cov_0.767442,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,99.82,0.01,2554017,2553462,557,4791961,972,0
,NODE_44_length_557_cov_0.767442,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,99.82,0.01,427096,427651,557,4809037,972,0
,NODE_44_length_557_cov_0.767442,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,93,99.64,0.01,2467792,2467238,557,4600800,799,0
,NODE_44_length_557_cov_0.767442,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,90,99.10,0.01,395452,396003,557,4460105,727,0
,NODE_44_length_557_cov_0.767442,888063.3.NZ_AFHR01000023,Enterobacter hormaechei ATCC 49162,888063.3,NZ_AFHR01000023,"Enterobacter hormaechei ATCC 49162 contig00023, whole genome shotgun sequence.",chromosome,79,97.85,0.40,123110,122566,557,136496,382,1e-102
,NODE_45_length_552_cov_0.755294,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,4231274,4231825,552,4857432,954,0
,NODE_45_length_552_cov_0.755294,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,4244858,4245409,552,4870265,954,0
,NODE_45_length_552_cov_0.755294,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,100.00,0.01,4009339,4009890,552,4585229,943,0
,NODE_45_length_552_cov_0.755294,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,97,100.00,0.01,3699716,3699165,552,4791961,921,0
,NODE_45_length_552_cov_0.755294,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,97,100.00,0.01,3714054,3713503,552,4809037,921,0
,NODE_45_length_552_cov_0.755294,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,95,98.91,0.01,3905082,3905627,552,4460105,854,0
,NODE_45_length_552_cov_0.755294,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,92,100.00,0.01,3572373,3571822,552,4600800,782,0
,NODE_45_length_552_cov_0.755294,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,80,96.20,0.01,1429326,1429856,552,5099034,394,2e-106
,NODE_45_length_552_cov_0.755294,1121863.3.JHYZ01000017,Enterobacter pulveris DSM 19144,1121863.3,JHYZ01000017,"Cronobacter pulveris DSM 19144 Q370DRAFT_scaffold00011.11_C, whole genome shotgun sequence.",scaffold,76,74.46,0.35,93076,92662,552,117525,221,4e-54
,NODE_45_length_552_cov_0.755294,511145.12.NC_000913,Escherichia coli str. K-12 substr. MG1655,511145.12,NC_000913,"Escherichia coli str. K-12 substr. MG1655, complete genome.",chromosome,84,38.59,0.00,4068539,4068751,552,4639675,206,1e-49
,NODE_46_length_552_cov_0.750588,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,98,100.00,0.01,4814591,4814040,552,4857432,948,0
,NODE_46_length_552_cov_0.750588,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,98,100.00,0.01,4827424,4826873,552,4870265,948,0
,NODE_46_length_552_cov_0.750588,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,100.00,0.01,4547160,4546609,552,4585229,943,0
,NODE_46_length_552_cov_0.750588,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,96,100.00,0.01,4754080,4753529,552,4791961,910,0
,NODE_46_length_552_cov_0.750588,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,96,100.00,0.01,4771156,4770605,552,4809037,910,0
,NODE_46_length_552_cov_0.750588,500640.5.NZ_DS995323,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995323,"Citrobacter sp. ATCC 29220 Scfld1 genomic scaffold, whole genome shotgun sequence.",chromosome,93,100.00,0.09,330043,329492,552,588464,799,0
,NODE_46_length_552_cov_0.750588,1006000.3.JMPL01000044,Kluyvera ascorbata ATCC 33433,1006000.3,JMPL01000044,"Kluyvera ascorbata ATCC 33433 GKAS.assembly.044, whole genome shotgun sequence.",,91,100.00,1.76,3782,3231,552,31414,755,0
,NODE_46_length_552_cov_0.750588,1333848.3.CP007557,Citrobacter freundii CFNIH1,1333848.3,CP007557,"Citrobacter freundii CFNIH1, complete genome.",chromosome,91,100.00,0.01,1982629,1982078,552,5099034,755,0
,NODE_46_length_552_cov_0.750588,272620.9.NC_009648,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620.9,NC_009648,"Klebsiella pneumoniae subsp. pneumoniae MGH 78578, complete genome.",chromosome,91,100.00,0.01,5286661,5286110,552,5315120,749,0
,NODE_46_length_552_cov_0.750588,637910.3.NC_013716,Citrobacter rodentium ICC168,637910.3,NC_013716,"Citrobacter rodentium ICC168, complete genome.",chromosome,91,100.00,0.01,5159707,5159156,552,5346659,743,0
,NODE_47_length_549_cov_0.819905,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,97,100.00,0.01,927485,926937,549,4585229,937,0
,NODE_47_length_549_cov_0.819905,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,97,100.00,0.01,929010,928462,549,4791961,932,0
,NODE_47_length_549_cov_0.819905,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,97,100.00,0.01,2074918,2075466,549,4809037,932,0
,NODE_47_length_549_cov_0.819905,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,95,100.00,0.01,2118341,2118889,549,4857432,860,0
,NODE_47_length_549_cov_0.819905,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,95,100.00,0.01,2169893,2170441,549,4870265,860,0
,NODE_47_length_549_cov_0.819905,1006551.4.CP003218,Klebsiella oxytoca KCTC 1686,1006551.4,CP003218,"Klebsiella oxytoca KCTC 1686, complete genome.",chromosome,92,99.45,0.01,313122,313667,549,5974109,766,0
,NODE_47_length_549_cov_0.819905,571.62.CP011636,Klebsiella oxytoca strain CAV1374,571.62,CP011636,"Klebsiella oxytoca strain CAV1374, complete genome.",chromosome,91,100.00,0.01,1540356,1539808,549,6257473,755,0
,NODE_47_length_549_cov_0.819905,637910.3.NC_013716,Citrobacter rodentium ICC168,637910.3,NC_013716,"Citrobacter rodentium ICC168, complete genome.",chromosome,90,98.91,0.01,2226396,2226938,549,5346659,710,0
,NODE_47_length_549_cov_0.819905,500640.5.NZ_DS995324,Citrobacter youngae ATCC 29220,500640.5,NZ_DS995324,"Citrobacter sp. ATCC 29220 Scfld2 genomic scaffold, whole genome shotgun sequence.",chromosome,88,100.00,0.02,2088694,2089242,549,2732870,660,0
,NODE_47_length_549_cov_0.819905,701347.4.NC_014618,Enterobacter lignolyticus SCF1,701347.4,NC_014618,"Enterobacter cloacae SCF1 chromosome, complete genome.",chromosome,87,99.82,0.01,1883216,1882669,549,4814049,631,1e-177
,NODE_49_length_547_cov_0.771429,209261.6.NC_004631,Salmonella enterica subsp. enterica serovar Typhi str. Ty2,209261.6,NC_004631,"Salmonella enterica subsp. enterica serovar Typhi Ty2, complete genome.",chromosome,98,100.00,0.01,1551298,1550752,547,4791961,939,0
,NODE_49_length_547_cov_0.771429,295319.15.NC_006511,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,295319.15,NC_006511,"Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150, complete genome.",chromosome,98,100.00,0.01,1354557,1355103,547,4585229,939,0
,NODE_49_length_547_cov_0.771429,220341.7.NC_003198,Salmonella enterica subsp. enterica serovar Typhi str. CT18,220341.7,NC_003198,"Salmonella enterica subsp. enterica serovar Typhi str. CT18, complete genome.",chromosome,98,100.00,0.01,1429883,1430429,547,4809037,939,0
,NODE_49_length_547_cov_0.771429,99287.12.NC_003197,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287.12,NC_003197,"Salmonella typhimurium LT2, complete genome.",chromosome,97,100.00,0.01,1675669,1675123,547,4857432,934,0
,NODE_49_length_547_cov_0.771429,588858.6.CP001363,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,588858.6,CP001363,"Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S, complete genome.",chromosome,97,100.00,0.01,1685646,1685100,547,4870265,934,0
,NODE_49_length_547_cov_0.771429,41514.7.NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:- strain RSK2980",41514.7,NC_010067,"Salmonella enterica subsp. arizonae serovar 62:z4,z23:--, complete genome.",chromosome,92,100.00,0.01,1348919,1349465,547,4600800,779,0
,NODE_49_length_547_cov_0.771429,218493.5.NC_015761,Salmonella bongori NCTC 12419,218493.5,NC_015761,"Salmonella bongori NCTC 12419, complete genome.",chromosome,87,100.00,0.01,1555448,1554902,547,4460105,629,5e-177
